,Date,Open,High,Low,Close,Volume,Adjusted,Diff,RSI,Typical Price,MF,MFI,EMA,SO,EMA12,EMA26,MACD,Signal Line
12,2007-01-18,213.0,214.80000299999998,210.25999500000003,212.210007,3298165,172.083282,-0.019989000000009582,,212.42333499999998,700607208.680275,,464.29719172234957,0.6468448767457573,521.555644388828,,,
13,2007-01-19,210.399994,215.559998,210.399994,213.67999300000002,2250250,173.27531399999998,1.4699860000000342,,213.21332833333335,479783292.08208334,,465.0273591910717,0.7063103274146321,521.9995327760543,,,
14,2007-01-22,214.0,214.600006,209.110001,211.25999500000003,1721510,171.312943,-2.4199979999999925,50.923651211201744,211.65666733333333,364369069.38100666,53.76083515159081,465.930859289161,0.45434023271132323,522.163747622329,,,
15,2007-01-23,211.0,211.0,205.699997,206.580002,2670610,167.517868,-4.6799930000000245,51.01060975263749,207.75999966666666,554845932.7097967,51.769180110187676,465.69440440466735,0.05774309129163747,520.7652314187027,,,
16,2007-01-24,208.0,212.97000099999997,208.0,211.690002,1580970,171.661621,5.109999999999985,50.99713857197112,210.88666766666665,333405494.98096997,48.679014136964994,467.6944139822291,0.3930448185548494,521.9501139090033,,,
17,2007-01-25,212.210007,215.0,210.600006,213.22000099999997,2546410,172.902313,1.5299989999999752,51.03283779005464,212.94000233333335,542232551.3416234,48.03758059841578,470.1864077758556,0.5258742952711247,523.8765512743317,,,
18,2007-01-29,214.0,232.0,210.059998,212.479996,2622190,172.302231,-0.740004999999968,50.9195852890224,218.17999799999998,572109408.9556199,46.75527804111728,470.2535852166261,0.25779460937704085,525.9835110660623,,,
19,2007-01-31,213.19999700000002,217.19999700000002,209.199997,215.72000099999997,4122065,174.929581,3.240004999999968,50.860778402783666,214.03999833333333,882286785.7298917,48.28086999609425,470.30761316611716,0.38098870178835986,529.0431886771062,,,
20,2007-02-01,216.00999500000003,222.19999700000002,213.309998,220.789993,2162830,179.040909,5.069992000000042,50.78667400942807,218.76666266666666,473155101.01534665,45.855954632937234,471.81318944874243,0.573764041015509,531.4022504689036,,,
21,2007-02-02,221.899994,225.0,219.25999500000003,221.22000099999997,4523445,179.389587,0.4300079999999582,50.625346653891995,221.82666533333335,1003420720.16874,50.19084131227818,474.3299077794965,0.5901141532189167,532.690796619433,,,
22,2007-02-05,217.25,222.75999500000003,217.059998,220.669998,1092105,178.943573,-0.5500029999999754,50.49152142307029,220.16333033333333,240441473.873685,52.45318356232109,476.43801196808846,0.527916583333333,533.6072710615513,,,
23,2007-02-06,222.13999900000002,222.13999900000002,216.229996,217.86000099999998,1588610,176.664948,-2.80999700000001,50.36974500214591,218.743332,347497844.64852,54.34801600879306,477.2474043531942,0.3798246868651721,534.6884335520588,,,
24,2007-02-07,217.0,222.919998,215.669998,220.38999900000002,2722740,178.71653700000002,2.5299980000000346,50.38903646373274,219.65999833333333,598077063.8621,53.75371689796309,479.19638212316346,0.49078949682594425,536.4530881977198,,,
25,2007-02-08,221.979996,224.0,218.80000299999998,221.960007,1667820,179.98967,1.570007999999973,50.443751336357316,221.58667,369566679.9594,55.81416309890027,482.2541909122478,0.8075954162793507,538.3403307085106,934.8632972111632,-396.5229665026526,
26,2007-02-09,217.649994,224.0,217.600006,222.75999500000003,2254275,180.638382,0.7999880000000417,50.482580849859424,221.45333366666668,499216713.751425,58.05972012067335,484.5731079667247,0.8083828386000302,540.7158094055599,936.6136330958327,-395.89782369027284,
27,2007-02-12,219.11000099999998,224.0,217.07000699999998,219.210007,2230445,177.75968899999998,-3.5499880000000417,50.437737908753135,220.093338,490906085.27541,57.83974020386265,485.3752214045004,0.3794221051613917,542.6672161435199,937.7156226267255,-395.04840648320555,
28,2007-02-13,218.0,218.0,210.25999500000003,213.74000499999997,5673940,173.32398999999998,-5.470002000000022,50.38965288606037,214.0,1214223160.0,50.76300205104862,484.5655882070934,0.25327574480503784,542.207507753561,938.0957474554086,-395.8882397018476,
29,2007-02-14,209.649994,209.649994,201.050003,203.449997,6680200,164.979706,-10.290007999999972,50.45035587253838,204.71666466666667,1367548263.3062668,45.445750475867186,480.1650073614059,0.10457491563070762,538.6539778736947,936.1326723462272,-397.47869447253254,
30,2007-02-15,205.0,212.979996,204.020004,208.360001,3900750,168.961273,4.910004000000015,50.40268122547392,208.45333366666668,813124341.30025,47.86343092215314,477.0119298115617,0.3185184730089511,536.976489221491,936.1910715837962,-399.21458236230524,
31,2007-02-19,209.80000299999998,210.33999599999999,205.309998,206.649994,2955585,167.574646,-1.7100070000000187,50.61383152293329,207.43332933333332,613086836.67766,48.908945304796994,473.51922189348124,0.2440083543366036,534.474663255398,936.241961929171,-401.767298673773,
32,2007-02-20,207.850006,207.979996,205.220001,206.320007,1161345,167.307022,-0.3299869999999885,50.717100922691316,206.506668,239825486.34846,50.6846213925504,470.2884550308074,0.22962983393854042,531.2865075753784,936.7016935012418,-405.4151859258634,
33,2007-02-21,206.0,206.399994,202.0,203.199997,5634735,164.776993,-3.1200100000000077,50.912510647879294,203.86666366666668,1148734625.0957952,46.93788964623743,466.75409077298855,0.09368166801938985,527.3218304873051,936.6130351312684,-409.2912046439633,-830.8763535283539
34,2007-02-22,203.600006,204.800003,195.600006,197.46000700000002,5369990,160.12236000000001,-5.7399899999999775,51.0609218654147,199.28667200000004,1070167435.7732803,46.747884913212445,461.28680705222723,0.08303578117029906,522.022845297217,933.4685738529939,-411.4457285557769,-834.8925122181838
35,2007-02-23,195.899994,199.759995,185.0,191.639999,2543145,155.402863,-5.82000800000003,51.21339148764265,192.13333133333333,488622920.91371,44.11388346112876,454.1631197533589,0.23731236416188153,515.8154570959564,928.2492227968048,-412.4337657008484,-838.9369248410479
36,2007-02-26,195.53999299999998,197.399994,188.0,190.350006,1877355,154.356796,-1.2899929999999813,51.580172977673776,191.91666666666666,360295713.75,43.70844764123089,447.0585138126688,0.19120824749224438,509.2541876038247,922.8135292850193,-413.5593416811946,-843.1293339167696
37,2007-02-27,191.0,196.199997,184.0,195.179993,3178445,158.273453,4.8299869999999885,51.218849391922845,191.79333,609604550.77185,42.65191473641458,442.54496498549094,0.42444930515555135,504.2294696679065,919.5172134118096,-415.2877437439031,-847.4225583130956
38,2007-02-28,181.199997,189.600006,180.0,187.0,4585260,151.640244,-8.179992999999996,51.22751295126239,185.53333533333333,850718581.17052,42.207461695850526,436.5468415661988,0.2501787348361308,496.938078788477,914.5853420823573,-417.6472632938803,-851.9103218937223
39,2007-03-01,192.0,197.800003,188.199997,196.059998,3029170,158.987091,9.059998000000007,50.45252359091934,194.01999933333332,587719561.3805532,44.43995708767763,435.485722226982,0.608333395833348,493.1934187866335,911.4488898528127,-418.2554710661792,-855.9656181605224
40,2007-03-02,196.0,196.0,184.809998,187.520004,3256605,152.06188999999998,-8.539994000000007,49.909119344836725,189.44333400000002,616942108.72107,46.559570326025536,430.9560799012588,0.30322593106137924,487.9310592089198,906.932513875144,-419.00145466622416,-859.5591573418167
41,2007-03-05,184.330002,187.800003,176.71000700000002,185.610001,2358385,150.51306200000002,-1.910002999999989,50.2927306782024,183.373337,432464927.380745,46.732066070293875,426.4082761077146,0.3861170773711465,483.98315987031197,902.7928252556424,-418.8096653853304,-862.2449817946274
42,2007-03-06,185.800003,188.600006,182.070007,185.58999599999999,3362390,150.496872,-0.02000500000002603,50.61868864161591,185.42000300000004,623454363.8871701,48.55034487582351,422.2191869510663,0.4210521898629081,479.5039659611283,898.0035228735871,-418.49955691245884,-864.0252764165631
43,2007-03-07,191.199997,191.979996,181.199997,183.110001,2456320,148.48580900000002,-2.479994999999974,50.85685378111231,185.42999799999998,455475412.68736,51.65314837500806,417.9964573393829,0.30346112915336715,474.79216542673635,892.566409042613,-417.7742436158767,-865.1072740108217
44,2007-03-08,183.800003,198.0,183.110001,194.830002,2563830,157.989655,11.720000999999996,50.28634633386741,191.98000100000002,492204085.96383005,47.308642684337954,418.668821770199,0.8511038495879263,473.75054917042854,889.7906684964889,-416.0401193260604,-865.4040422676633
45,2007-03-09,196.600006,197.800003,191.25,195.380005,2202015,158.435684,0.5500030000000038,50.46268463007422,194.8100026666667,428974548.02204007,45.72456071813978,420.25323311780994,0.8769377237465512,473.2747141444297,886.6883741083069,-413.4136599638772,-864.6791682094831
46,2007-03-12,195.380005,196.770004,189.029999,190.009995,2411725,154.081085,-5.370010000000008,50.676179426378674,191.93666599999997,462898455.80884993,44.860602866260244,420.1476678531533,0.6247060766999781,472.05266176521144,881.7521144572108,-409.6994526919994,-862.5756257958766
47,2007-03-13,192.0,194.0,188.059998,192.029999,1722870,155.719101,2.020004,50.7821060841779,191.36333233333335,329694144.37713003,45.11514326772857,419.92445718891986,0.719586521235587,472.35171564100375,877.2335373506094,-404.8818217096056,-858.752617414232
48,2007-03-14,185.240005,187.800003,183.0,186.58999599999999,2593615,151.30775500000001,-5.440003000000019,50.94258653904695,185.79666633333332,481885020.7521283,48.006413054353786,419.24402031639187,0.3208332165178773,471.2436165172077,871.6987418209363,-400.4551253037286,-853.7741018619067
49,2007-03-15,193.0,196.0,183.0,183.679993,2522885,148.94799799999998,-2.910002999999989,51.06074968272916,187.55999766666665,473192304.7132683,48.08724696573173,416.3176078193386,0.14761878316331248,468.63764501678605,866.0316869851073,-397.39404196832123,-848.1702476405899
50,2007-03-16,187.0,187.0,177.100006,180.699997,2399325,146.53149399999998,-2.979996,51.204737421512824,181.60000100000002,435717422.3993251,47.69471261294007,414.03502962397545,0.17224842265504908,466.6058056073325,859.4510639289584,-392.8452583216259,-841.6177503857639
51,2007-03-19,182.0,186.600006,181.009995,184.929993,1324915,149.96167,4.229996,50.940233292825894,184.17999799999998,244022842.05016997,43.68381496218299,413.6419497885063,0.37826029636622605,464.56836330559315,853.617645788741,-389.04928248314786,-834.4600398822273
52,2007-03-20,187.0,191.800003,186.699997,191.050003,4535550,154.924423,6.120010000000008,50.930390610326995,189.85000100000002,861074172.0355501,49.63885642367958,415.2423424572253,0.7092017497917388,465.7070511329929,849.0100777208628,-383.3030265878699,-826.1396409883024
53,2007-03-21,191.600006,193.979996,190.0,193.119995,1722285,156.602997,2.069991999999985,50.86665385486069,192.36666366666668,331310219.333145,47.36294575628558,417.7338434526593,0.8476187346937776,467.63789188435504,845.3749540362353,-377.73706215188025,-816.9770484657572
54,2007-03-22,197.800003,206.399994,195.199997,205.179993,2402130,166.382584,12.059998000000007,51.15449469825868,202.25999466666667,485854800.98864,48.53206977593892,421.96898131112727,0.9583617235611156,472.9103858562099,845.0660106017505,-372.15562474554054,-807.1763901468572
55,2007-03-23,206.0,206.0,199.199997,202.229996,2887910,163.990387,-2.949996999999996,50.8358850822738,202.47666433333333,584734383.6948767,47.427524447524554,424.6667544512101,0.8576791908583719,477.31195222765075,845.571141818991,-368.25918959134026,-797.5243087910742
56,2007-03-26,203.600006,203.600006,193.449997,194.639999,3766300,157.83561699999998,-7.589997000000011,50.664057498810045,197.23000066666668,742827351.5108668,46.59614744485699,425.4942701208325,0.598634818553509,477.4208190950546,843.7252200604344,-366.3044009653798,-788.8128488826997
57,2007-03-28,194.600006,194.600006,190.399994,191.690002,2154080,155.44343600000002,-2.949996999999996,50.50222281560023,192.23000066666668,414078799.8360534,46.88113402069233,425.03063837159686,0.420638338741171,476.57227897188795,841.5095866705675,-364.93730769867955,-781.0641887585324
58,2007-03-29,190.399994,190.990005,185.600006,186.75,12815075,151.4375,-4.940001999999993,50.53226379929142,187.78000366666666,2406414830.4886084,37.32721160650317,423.94499057913765,0.055288204973964084,475.187025377329,838.322347337025,-363.135321959696,-773.80260290373
59,2007-03-30,189.199997,193.979996,187.600006,190.830002,5404440,154.746017,4.0800020000000075,50.43416297969089,190.8033346666667,1031185174.0059202,42.17562166161418,424.8132595410248,0.25144226044745815,474.8106536829778,836.4821306752867,-361.67147699230895,-767.3170986554621
60,2007-04-02,182.020004,184.399994,178.979996,180.270004,3310390,146.182816,-10.559998000000007,50.595252952099926,181.21666466666667,599897834.5458866,41.62618406616106,422.8322742232683,0.04704624704932512,472.26573908359904,833.2779315630952,-361.01219247949615,-761.6829205673323
61,2007-04-03,180.229996,184.759995,180.229996,182.83999599999999,3253960,148.266846,2.569991999999985,50.39593021900446,182.6099956666667,594205621.4995067,43.52033107304266,421.3416847988584,0.14285712170878972,471.1752605543353,831.5219232295294,-360.3466626751941,-757.1260306266389
62,2007-04-04,185.0,187.399994,184.0,185.009995,1875695,150.026535,2.1699990000000184,50.245012781327894,185.46999633333334,347885144.7724517,40.78072114750798,419.7849859851742,0.24492268687137014,471.324487107662,830.4493149345589,-359.1248278268969,-753.3523909264675
63,2007-04-05,185.009995,189.600006,183.600006,188.520004,1443100,152.872833,3.5100089999999966,50.1060421751317,187.24000533333333,270206051.6965333,37.60611520946046,419.1448650919857,0.6107555628965664,471.8954273975875,829.4358444433891,-357.5404170458016,-750.2032760512175
64,2007-04-09,189.940002,195.0,188.520004,194.229996,1067845,157.50311299999998,5.709992,49.936927602693,192.58333333333334,205649149.58333334,33.84031330623982,418.398472516132,0.9519348434619617,473.1493261906338,830.8135814392641,-357.6642552486303,-747.9606138879002
65,2007-04-10,195.0,199.0,190.800003,198.389999,1867185,160.87651100000002,4.160002999999989,50.13229073696523,196.06333400000003,366086516.29479,34.459625826943224,419.3044181961912,0.9695304256682461,475.1548621650983,831.7165968763363,-356.56173471123805,-745.8284373907243
66,2007-04-11,198.0,199.399994,195.0,195.869995,2213435,158.833008,-2.520004,50.046419780516594,196.756663,435508084.367405,34.450856396335425,420.36068355104777,0.8271302964868065,474.3594071421079,833.2888309913324,-358.92942384922446,-744.8726779540976
67,2007-04-12,194.0,194.0,190.399994,191.669998,1783335,155.4272,-4.199996999999996,50.03496850986353,192.02333066666665,342441926.39444,37.39754795269652,420.39539366024445,0.5967659464544544,472.7399857762734,834.2266344836378,-361.4866487073644,-745.0916975009267
68,2007-04-13,192.0,197.399994,190.399994,196.240005,2100495,159.133057,4.570007000000004,49.868243324007416,194.67999766666665,408924361.69884497,36.84714689649501,422.6533939940478,0.800000544304211,473.6492777029456,836.1149586943964,-362.46568099145077,-745.7856355831875
69,2007-04-16,198.0,199.800003,193.240005,194.990005,1558420,158.119431,-1.25,50.00336822683143,196.01000433333334,305465910.9531534,38.061940620032054,423.68929147601114,0.7030864882258924,474.54966869197193,838.068608212619,-363.51893952064705,-746.8203081761859
70,2007-04-17,196.199997,198.800003,194.330002,195.610001,3700095,158.62219199999998,0.6199960000000146,50.1640288012253,196.24666866666666,726131317.50019,39.67990473041973,426.51228945580743,0.6285458890554874,476.3266636477148,838.4243307483833,-362.09766710066856,-747.3475128679165
71,2007-04-18,197.0,198.399994,194.820007,196.080002,1594535,159.003311,0.47000099999999634,50.270007570405056,196.43333433333336,313219826.76120174,36.675195435980484,428.9372902935359,0.6042555916701791,477.51535000857075,838.7800053414613,-361.2646553328906,-747.7346627648142
72,2007-04-19,193.300003,198.399994,192.020004,196.490005,1617590,159.33578500000002,0.410002999999989,50.224992430061825,195.63666766666665,316459917.25092334,52.11458037864626,431.02990288404294,0.6478728903344664,480.3896312920888,839.9819630025042,-359.59233171041546,-747.7980902562895
73,2007-04-20,197.100006,201.800003,194.0,198.919998,1787510,161.30629,2.429992999999996,50.32987521208668,198.24000033333334,354355982.9958367,48.118942543402305,433.2334723651879,0.7473681819023118,483.45958768572143,841.3749841970262,-357.9153965113047,-747.3235059034189
74,2007-04-23,199.800003,201.66000400000001,196.800003,197.360001,1698240,160.041275,-1.5599969999999814,49.77595633618378,198.60666933333334,337281790.12864,52.35671243573724,433.8900805259479,0.6105264478299983,485.6030591257669,843.1973312554928,-357.59427212972594,-747.0208278437649
75,2007-04-24,197.360001,204.919998,195.25,202.75,8593785,164.412079,5.389998999999989,50.032227448200956,200.97333266666666,1727121611.67081,58.64190094319108,435.5474792011523,0.8317830225347397,488.68244745406105,846.5431282722709,-357.86068081820986,-746.5140978398501
76,2007-04-25,203.0,208.0,203.0,206.199997,8102095,167.209747,3.449996999999996,50.30211665703764,205.73333233333332,1666871003.2312384,64.14831198210094,438.50151647925804,0.8873589830685813,491.6909846894944,850.9868197787985,-359.29583508930403,-746.1478090917118
77,2007-04-26,207.889999,209.0,201.240005,206.889999,6317550,167.769226,0.6900019999999927,50.53374017043324,205.71000133333334,1299583218.9234,67.52289248345258,442.0564179045882,0.8757360720226312,494.03724508419015,854.8868647082456,-360.8496196240555,-746.1575870383792
78,2007-04-27,197.050003,208.0,197.050003,202.919998,1779685,164.549927,-3.9700009999999963,50.399705427580386,202.656667,360665030.409895,69.12480385770328,443.355423015679,0.6419314821982286,495.4448286083109,856.9983926846464,-361.55356407633553,-746.1876601340418
79,2007-04-30,201.199997,206.0,194.050003,204.830002,2554425,166.09878500000002,1.910004000000015,50.489103682952354,201.62666833333333,515040202.257375,69.56138106035024,445.3841445304523,0.7220001333333338,497.9859186762017,859.171508794928,-361.1855901187262,-746.2648894912305
80,2007-05-03,205.0,208.0,200.0,200.919998,5139420,162.928116,-3.910004000000015,50.36098364358891,202.97333266666666,1043165205.3737199,63.01808771057001,445.94948165225424,0.4595315303407747,498.5702322480464,858.7313458363578,-360.1611135883114,-746.0939573147832
81,2007-05-04,201.0,204.0,200.199997,201.550003,2093535,163.438995,0.6300050000000113,50.188749684822895,201.91666666666666,422719608.75,60.23551889977099,446.6663848681061,0.5016723414727108,499.5377207760823,858.8413576047279,-359.3036368286456,-745.9103512385623
82,2007-05-07,202.229996,203.979996,199.600006,200.009995,2076970,162.19017,-1.5400080000000003,50.22429010560535,201.1966656666667,417879438.6896967,62.33484613785722,446.8344755108143,0.3986617522398166,499.9515737566375,859.7163181836111,-359.76474442697355,-746.1799164361527
83,2007-05-08,199.979996,199.979996,197.440002,198.259995,2384980,160.771088,-1.75,50.14236402912975,198.55999766666665,473561623.2350466,60.773534610053154,446.11854493031666,0.2816048725628507,499.8149214665824,860.64240322528,-360.82748175869756,-746.8521180076798
84,2007-05-09,198.100006,199.600006,196.0,198.940002,1046430,161.32251000000002,0.6800069999999891,50.18833300834298,198.18000266666664,207381500.19047996,59.01346986693928,445.97954393097075,0.35053763810845195,499.8769623490174,862.4253673655346,-362.5484050165172,-748.0089250136368
85,2007-05-10,200.050003,205.0,200.050003,202.360001,3236290,164.09581,3.4199990000000184,50.27479494737019,202.47000133333336,655251640.6150534,60.19117711963855,446.129681777369,0.5956989094693003,500.5893880405118,864.3215809852726,-363.7321929447608,-749.2247008937765
86,2007-05-11,197.320007,202.0,191.509995,198.520004,3573075,160.981934,-3.839997000000011,50.39009140553983,197.343333,705122529.558975,60.61237379027879,444.4804851288027,0.42510654181123647,500.3979289619473,866.92267621798,-366.5247472560327,-750.999475813442
87,2007-05-14,201.0,203.990005,198.25,199.179993,3939030,161.51712,0.6599889999999959,50.394097072661495,200.47333266666666,789670471.57398,62.07361371977335,443.04252689085706,0.5685689516052806,499.6126302963662,869.278784454388,-369.66615415802175,-753.5081719840275
88,2007-05-15,199.559998,202.940002,199.009995,202.21000700000002,2746725,163.974197,3.0300140000000226,50.32785071129581,201.38666800000001,553153795.6623,59.20144969373847,443.2665307348542,0.793180728991577,499.2122436658283,871.9429989383899,-372.7307552725616,-756.8164099782797
89,2007-05-16,204.0,208.96000700000002,201.470001,207.08999599999999,11921915,167.931427,4.879988999999966,50.387232013740196,205.84000133333333,2454006999.495887,61.32512825991679,444.67229655444874,0.8928361195396294,500.091656191099,875.0936732138953,-375.0020170227963,-760.6970129775667
90,2007-05-17,208.800003,211.979996,206.419998,208.41000400000001,5760585,174.914246,1.3200080000000298,50.41741555885177,208.93666599999997,1203597424.1096098,59.998049132668974,446.9163505447821,0.8255988360723585,501.8378769247923,877.6440011989233,-375.80612427413104,-764.6067310426887
91,2007-05-18,208.0,218.399994,206.600006,214.059998,10291685,179.656174,5.649993999999992,50.515088672282346,213.01999933333332,2192334731.8388767,62.479092375914625,450.62217833909966,0.8386018534251345,504.76267594160163,880.7257332888645,-375.96305734726286,-768.1556740071394
92,2007-05-21,216.0,224.399994,215.0,221.36000099999998,5604400,185.782898,7.300002999999975,50.81044316553944,220.25333166666667,1234387771.9926667,60.781039453369274,456.5132700418584,0.9075709001997838,510.1429725683059,885.6297840457659,-375.48681147746,-771.0993128894942
93,2007-05-22,224.520004,226.580002,221.25,223.020004,3776585,187.176132,1.6600030000000174,51.030152932649145,223.61666866666667,844507356.6365033,61.5341933533504,462.65809055473596,0.8743382368981122,515.5002120307137,891.3831610657073,-375.88294903499366,-773.7029544839312
94,2007-05-23,215.11000099999998,225.0,215.11000099999998,222.92999300000002,2705730,187.100555,-0.09001099999997564,50.349850776556515,221.01333133333333,598002400.9885399,65.80272265581809,468.1543531320245,0.8676094278829896,520.6916035051913,896.3418521052365,-375.6502486000452,-775.8753791978274
95,2007-05-24,221.11999500000002,224.19999700000002,216.0,218.229996,1752815,183.15596000000002,-4.699997000000025,50.11108371101611,219.47666433333336,384701989.3934317,68.5816436526679,471.20794450236923,0.6674629363814042,524.4751229745766,900.3984565481109,-375.92333357353425,-777.5747393248106
96,2007-05-25,212.399994,217.0,212.22000099999997,213.83999599999999,3349905,179.471527,-4.390000000000015,49.78017645736868,214.35333233333333,718063299.750095,66.16236789636162,473.31596868062815,0.36805538332234394,526.7179800873221,903.3785643083316,-376.6605842210096,-778.926962046622
97,2007-05-28,219.77999900000003,227.0,219.77999900000003,225.42999300000002,3591030,189.198776,11.58999700000004,49.62534203545969,224.06999733333336,804642082.52392,64.52255271662654,478.9756346232163,0.9230388499133884,531.7373334641194,908.6777500860198,-376.94041662190045,-779.7964319170754
98,2007-05-29,225.399994,230.19999700000002,224.22000099999997,228.88000499999998,2182860,192.09428400000002,3.4500119999999583,49.97890231010877,227.76666766666665,497182748.18285996,65.118802434336,484.8575472477563,0.9265855231558429,538.0549581881596,914.54080700876,-376.4858488206004,-780.0872731218857
99,2007-05-30,229.0,229.0,219.19999700000002,220.809998,3276670,185.32128899999998,-8.070006999999976,49.94623985262742,223.0033316666667,730708326.7722168,65.19050617832755,486.99446100190494,0.4777529983877645,541.5986147935769,918.2522144387258,-376.6535996451489,-780.2863321537006
100,2007-05-31,222.25999500000003,231.97000099999997,222.25999500000003,229.520004,4597750,192.631439,8.710005999999993,49.65087201347251,227.91666666666666,1047903854.1666666,65.65726834614651,491.62300436963875,0.8759495189873434,547.087702988362,923.9572613905142,-376.86955840215217,-780.5152300273983
101,2007-06-01,229.399994,233.0,228.19999700000002,230.690002,3716865,193.613388,1.1699979999999925,50.01307083939699,230.62999966666666,857220573.711045,65.78783473980126,495.39834504422424,0.8888355095685999,551.8773968003555,929.0239273420643,-377.1465305417088,-780.8919557942987
102,2007-06-04,233.19999700000002,236.83999599999999,229.600006,233.67999300000002,2434690,196.122803,2.989991000000032,50.36964550588268,233.37333166666667,568191716.8755167,65.81676627717121,498.67954049001935,0.8716489178815854,557.0769086563521,934.1198379614314,-377.04292930507927,-781.1394613627419
103,2007-06-05,232.0,233.0,230.02999900000003,231.919998,1558730,194.645676,-1.759995000000032,50.26360973008512,231.649999,361079802.94127,64.7912564373296,500.8449540989596,0.7210885329415266,560.6141550638489,938.6449601333585,-378.0308050695096,-781.736248422726
104,2007-06-06,232.0,232.399994,223.600006,225.440002,2269155,189.207169,-6.479996,50.405669645256545,227.14666733333334,515430995.91277003,64.59306387300813,500.7991984268418,0.3537418000987405,560.9728650324918,942.3059660340258,-381.33310100153403,-783.3372830768085
105,2007-06-07,223.88000499999998,225.979996,220.19999700000002,221.11000099999998,1561075,185.573074,-4.33000100000001,50.60854340787947,222.42999799999998,347229909.12785,61.56147290827651,500.20045434035956,0.10827687688644214,559.8534886055072,944.7377938415143,-384.8843052360071,-785.8314610213781
106,2007-06-08,218.0,220.0,215.22000099999997,218.190002,2455770,183.122375,-2.91999899999999,50.77515992715027,217.8033343333333,534874894.35576993,59.51454725377559,499.55497004730813,0.13737288098355352,558.0381545681666,947.1092422348418,-389.0710876666751,-789.4017839558277
107,2007-06-11,221.100006,225.600006,218.0,219.47000099999997,2294480,184.196655,1.2799989999999752,50.71036687082869,221.02333566666667,507133623.2204533,57.67494906078581,497.6966346943493,0.1965772887551545,557.5037474836442,949.6543715427849,-392.1506240591407,-793.6861214501344
108,2007-06-12,221.399994,222.80000299999998,214.19999700000002,217.63000499999998,996710,182.65239,-1.839995999999985,50.78521636835157,218.21000166666667,217492090.76118335,59.98036616956441,494.90049595707706,0.15150212683313122,557.2286629836057,952.029008746005,-394.8003457623994,-798.3926553600554
109,2007-06-13,217.63000499999998,218.0,214.97000099999997,216.580002,1823480,181.771164,-1.0500029999999754,50.80856366132506,216.51666766666665,394813813.1568133,59.91671983683623,493.28781484781746,0.1265959904368093,554.9700077658309,954.4385993200465,-399.46859155421555,-804.1704334047206
110,2007-06-14,219.80000299999998,224.0,218.0,219.27999900000003,1720080,184.03718600000002,2.6999970000000246,50.561869174509475,220.42666633333337,379151500.22664005,60.04627739098643,491.33504905360815,0.2791210350199517,553.1182811951388,957.3194713301132,-404.20119013497435,-810.9364028770348
111,2007-06-15,220.0,223.600006,219.0,222.07000699999998,1907035,186.378799,2.7900079999999434,50.50888763657711,221.55667099999997,422516326.0804849,57.97779196818756,490.1835022053496,0.6680823996674335,553.4118857718681,960.2778896356606,-406.86600386379246,-817.9827355804771
112,2007-06-18,220.270004,224.99000499999997,216.66000400000001,217.690002,959445,182.70275900000001,-4.380004999999983,50.51612990385235,219.78000366666666,210866825.61796498,60.35464097139979,487.1704392376453,0.3061405477837757,551.0687544143519,962.8555629914152,-411.7868085770633,-825.9058704475035
